positive_score,negative_score,objective_score,word_count,adj_count,verb_count,noun_count,adv_count
0.125,0.037,0.779,34,2,15,13,4
0.02,0.027,0.766,32,2,15,13,2
0.019,0.019,0.414,208,37,42,123,6
0.021,0.021,0.742,555,45,55,437,18
0.074,0.071,0.729,119,12,50,39,18
0.07,0.04,0.723,390,51,116,161,62
0.132,0.042,0.66,18,0,5,10,3
0.072,0.053,0.675,75,10,25,28,12
0.072,0.074,0.669,54,7,17,29,1
0.013,0.0,0.258,48,3,3,41,1
0.004,0.022,0.147,29,2,1,26,0
0.047,0.049,0.815,67,7,20,32,8
0.101,0.056,0.681,31,4,10,16,1
0.071,0.083,0.655,21,2,6,10,3
0.0,0.0,0.0,33,1,0,32,0
0.105,0.034,0.838,44,8,17,14,5
0.093,0.055,0.673,39,3,16,15,5
0.054,0.049,0.549,23,3,5,13,2
0.083,0.075,0.619,45,6,11,21,7
0.089,0.054,0.675,126,17,41,46,22
0.02,0.017,0.287,37,2,4,31,0
0.06,0.085,0.815,25,3,10,7,5
0.129,0.017,0.354,30,6,7,13,4
0.077,0.046,0.735,387,56,122,155,54
0.02,0.026,0.743,19,1,7,10,1
0.039,0.065,0.724,29,1,14,10,4
0.05,0.03,0.8,25,5,10,6,4
0.028,0.015,0.843,140,16,30,90,4
0.0,0.0,0.0,32,1,0,31,0
0.068,0.043,0.746,35,10,6,15,4
0.139,0.059,0.719,36,6,11,17,2
0.092,0.092,0.793,46,4,17,16,9
0.066,0.024,0.688,36,8,9,13,6
0.044,0.027,0.821,120,10,47,40,23
0.086,0.059,0.581,51,4,13,31,3
0.048,0.049,0.753,114,15,37,40,22
0.089,0.06,0.593,31,2,10,12,7
0.107,0.143,0.75,28,2,9,13,4
0.125,0.06,0.728,23,5,7,10,1
0.131,0.028,0.716,40,9,12,16,3
0.087,0.014,0.63,26,7,8,11,0
0.078,0.049,0.771,59,7,24,15,13
0.082,0.061,0.735,49,11,18,16,4
0.065,0.065,0.786,48,11,12,20,5
0.033,0.038,0.755,23,0,10,7,6
0.08,0.062,0.753,153,24,49,48,32
0.0,0.0,0.175,40,2,2,36,0
0.125,0.01,0.625,25,5,6,12,2
0.061,0.027,0.588,37,6,7,17,7
0.027,0.049,0.663,23,2,9,9,3
0.034,0.004,0.513,29,2,0,26,1
0.065,0.071,0.673,63,9,21,25,8
0.159,0.058,0.63,26,5,5,14,2
0.091,0.052,0.735,41,1,16,17,7
0.064,0.01,0.601,37,7,11,15,4
0.052,0.071,0.802,53,7,16,23,7
0.033,0.071,0.723,23,5,8,10,0
0.118,0.067,0.673,21,4,5,9,3
0.102,0.09,0.692,60,6,25,25,4
0.103,0.031,0.767,101,11,41,37,12
0.071,0.093,0.683,78,12,29,28,9
0.112,0.03,0.731,87,15,30,33,9
0.071,0.039,0.631,116,14,43,49,10
0.081,0.073,0.692,65,11,19,27,8
0.0,0.0,0.039,51,0,1,50,0
0.06,0.081,0.633,31,3,9,17,2
0.124,0.077,0.746,262,58,62,110,32
0.082,0.111,0.808,26,4,5,13,4
0.03,0.062,0.812,42,4,19,13,6
0.125,0.097,0.642,22,7,4,10,1
0.022,0.018,0.018,34,2,0,31,1
0.055,0.045,0.74,25,0,11,12,2
0.175,0.05,0.634,85,15,29,27,14
0.106,0.069,0.739,47,6,15,24,2
0.087,0.069,0.676,89,11,33,30,15
0.072,0.023,0.693,33,4,13,12,4
0.044,0.006,0.8,20,2,7,7,4
0.046,0.039,0.686,35,6,11,15,3
0.062,0.057,0.747,90,15,34,32,9
0.054,0.005,0.81,23,1,9,9,4
0.019,0.005,0.829,27,3,8,13,3
0.086,0.084,0.709,83,12,32,23,16
0.089,0.066,0.716,116,10,44,40,22
0.085,0.027,0.603,28,5,10,11,2
0.037,0.016,0.757,285,41,69,165,10
0.081,0.047,0.768,48,5,14,14,15
0.071,0.03,0.756,21,2,8,9,2
0.075,0.057,0.676,73,10,25,28,10
0.056,0.049,0.785,18,1,7,7,3
0.071,0.045,0.733,53,8,5,37,3
0.059,0.047,0.637,74,13,18,37,6
0.03,0.023,0.803,111,6,44,47,14
0.103,0.043,0.745,46,7,17,16,6
0.086,0.047,0.696,468,73,145,192,58
0.102,0.068,0.726,67,8,18,34,7
0.068,0.044,0.628,273,52,62,126,33
0.078,0.036,0.802,24,3,11,6,4
0.061,0.054,0.65,51,10,14,23,4
0.01,0.01,0.26,25,1,3,21,0
0.084,0.045,0.775,207,26,60,95,26
0.082,0.069,0.714,133,24,39,55,15
0.0,0.0,0.0,33,1,0,32,0
0.087,0.056,0.706,20,3,4,11,2
0.09,0.071,0.788,39,5,11,16,7
0.089,0.06,0.613,21,4,8,6,3
0.072,0.049,0.615,38,6,12,16,4
0.066,0.039,0.718,102,6,32,49,15
0.067,0.06,0.775,183,30,48,91,14
0.084,0.061,0.755,100,12,29,43,16
0.066,0.059,0.688,32,5,11,13,3
0.067,0.071,0.746,60,14,18,24,4
0.09,0.065,0.707,319,55,95,130,39
0.109,0.102,0.695,32,6,8,12,6
0.056,0.058,0.739,204,29,60,93,22
0.154,0.043,0.611,26,4,7,14,1
0.073,0.07,0.692,103,8,33,54,8
0.0,0.0,0.0,31,1,0,30,0
0.067,0.041,0.613,43,5,11,23,4
0.115,0.02,0.803,64,11,21,27,5
0.096,0.019,0.769,26,1,10,14,1
0.063,0.085,0.676,91,14,36,22,19
0.058,0.099,0.745,82,15,20,33,14
0.044,0.036,0.758,31,4,13,8,6
0.096,0.062,0.695,34,4,11,16,3
0.051,0.037,0.837,106,13,31,50,12
0.114,0.048,0.634,44,7,18,15,4
0.057,0.042,0.653,141,13,42,80,6
0.047,0.084,0.719,40,2,13,20,5
0.05,0.07,0.56,25,3,8,11,3
0.056,0.047,0.73,138,15,48,56,19
0.095,0.081,0.725,173,27,63,56,27
0.105,0.012,0.789,32,8,8,11,5
0.071,0.073,0.712,251,32,99,92,28
0.082,0.038,0.681,91,13,28,42,8
0.053,0.072,0.684,47,7,16,15,9
0.08,0.059,0.663,141,22,49,57,13
0.085,0.052,0.668,343,54,93,137,59
0.089,0.062,0.687,592,100,164,246,82
0.068,0.085,0.665,22,4,6,8,4
0.065,0.089,0.75,52,6,19,23,4
0.037,0.013,0.65,30,3,10,14,3
0.034,0.095,0.736,37,4,10,17,6
0.057,0.044,0.74,88,14,23,40,11
0.071,0.051,0.719,44,6,16,20,2
0.073,0.052,0.679,143,19,45,57,22
0.079,0.115,0.647,63,16,16,20,11
0.072,0.054,0.678,292,33,90,133,36
0.092,0.062,0.646,30,3,14,11,2
0.01,0.0,0.214,49,3,2,43,1
0.083,0.05,0.768,151,12,62,56,21
0.071,0.009,0.455,28,0,1,26,1
0.036,0.065,0.756,21,2,3,14,2
0.064,0.064,0.745,55,10,22,17,6
0.071,0.04,0.746,63,8,20,24,11
0.095,0.052,0.716,29,5,8,14,2
0.045,0.047,0.792,69,4,22,30,13
0.115,0.048,0.755,49,6,14,21,8
0.03,0.012,0.815,21,2,7,10,2
0.088,0.049,0.741,131,16,51,51,13
0.075,0.034,0.795,146,24,46,64,12
0.062,0.094,0.781,16,4,3,7,2
0.098,0.034,0.733,37,6,13,11,7
0.068,0.052,0.763,317,43,102,117,55
0.06,0.079,0.605,117,27,29,47,14
0.09,0.061,0.784,108,18,34,40,16
0.061,0.054,0.697,218,28,72,96,22
0.082,0.071,0.735,267,34,93,94,46
0.101,0.073,0.743,36,4,14,12,6
0.057,0.046,0.701,46,3,14,22,7
0.078,0.039,0.746,29,2,10,12,5
0.081,0.062,0.706,20,3,4,11,2
0.094,0.077,0.697,68,13,18,25,12
0.097,0.051,0.741,27,3,11,9,4
0.071,0.05,0.632,85,10,25,36,14
0.035,0.167,0.688,18,4,8,5,1
0.073,0.061,0.797,129,17,46,46,20
0.06,0.058,0.643,71,6,19,37,9
0.033,0.027,0.673,60,0,11,49,0
0.071,0.067,0.708,78,7,28,31,12
0.079,0.069,0.747,38,8,15,13,2
0.076,0.043,0.793,23,6,7,8,2
0.022,0.022,0.25,34,2,3,28,1
0.081,0.062,0.756,20,5,5,6,4
0.046,0.021,0.7,30,2,10,13,5
0.098,0.071,0.701,23,3,9,8,3
0.118,0.049,0.642,89,12,27,35,15
0.102,0.015,0.701,33,4,9,15,5
0.106,0.029,0.481,26,3,6,16,1
0.122,0.042,0.785,39,10,7,22,0
0.048,0.042,0.489,207,20,57,118,12
0.092,0.033,0.788,23,3,7,10,3
0.107,0.068,0.753,42,3,19,15,5
0.093,0.058,0.686,177,21,57,81,18
0.093,0.073,0.718,43,3,17,15,8
0.08,0.076,0.816,36,4,12,15,5
0.073,0.12,0.654,39,7,11,16,5
0.084,0.032,0.763,190,26,61,93,10
0.069,0.119,0.713,20,3,5,6,6
0.087,0.052,0.744,154,25,50,59,20
0.128,0.066,0.581,40,6,12,16,6
0.075,0.05,0.731,118,19,35,40,24
0.096,0.078,0.701,56,5,17,21,13
0.057,0.097,0.677,53,9,17,24,3
0.025,0.075,0.7,20,3,6,10,1
0.0,0.0,0.0,37,1,0,36,0
0.048,0.059,0.639,55,9,18,24,4
0.081,0.02,0.805,43,4,18,15,6
0.05,0.085,0.825,25,1,9,8,7
0.153,0.08,0.676,22,5,6,9,2
0.119,0.069,0.739,191,32,54,78,27
0.071,0.085,0.742,167,18,61,64,24
0.086,0.056,0.718,773,120,252,318,83
0.058,0.024,0.796,82,8,27,39,8
0.094,0.094,0.75,16,5,4,7,0
0.06,0.051,0.739,126,10,47,45,24
0.07,0.09,0.62,50,7,20,13,10
0.067,0.056,0.41,208,52,35,90,31
0.076,0.069,0.671,38,5,12,14,7
0.07,0.062,0.721,34,2,16,13,3
0.091,0.059,0.683,120,10,50,39,21
0.125,0.047,0.611,69,10,18,26,15
0.068,0.03,0.688,42,4,20,14,4
0.103,0.022,0.614,23,0,9,11,3
0.037,0.033,0.65,50,8,17,19,6
0.086,0.118,0.719,52,7,14,22,9
0.065,0.085,0.69,31,7,6,13,5
0.06,0.047,0.766,79,10,25,30,14
0.049,0.087,0.821,46,6,17,18,5
0.074,0.034,0.606,259,37,71,118,33
0.065,0.083,0.565,21,3,9,5,4
0.046,0.074,0.657,27,2,7,13,5
0.039,0.029,0.794,51,9,17,20,5
0.094,0.057,0.641,24,4,7,9,4
0.033,0.046,0.763,19,1,9,9,0
0.118,0.036,0.704,35,8,9,8,10
0.092,0.038,0.641,92,10,30,42,10
0.072,0.044,0.731,59,7,22,21,9
0.109,0.02,0.715,32,5,9,14,4
0.047,0.04,0.875,493,30,174,240,49
0.065,0.056,0.583,27,5,9,11,2
0.068,0.01,0.714,24,2,6,13,3
0.071,0.079,0.722,148,27,52,55,14
0.085,0.043,0.781,44,5,19,13,7
0.056,0.125,0.708,18,0,7,8,3
0.113,0.055,0.739,140,30,46,53,11
0.074,0.08,0.801,22,4,6,7,5
0.032,0.009,0.662,27,5,6,13,3
0.071,0.042,0.666,77,9,27,36,5
0.082,0.109,0.636,23,4,6,10,3
0.094,0.051,0.737,305,43,113,112,37
0.133,0.023,0.531,16,4,4,6,2
0.042,0.045,0.674,1002,109,323,463,107
0.052,0.035,0.724,53,4,19,22,8
0.003,0.177,0.784,111,0,2,109,0
0.004,0.021,0.142,30,1,1,28,0
0.038,0.13,0.755,26,5,10,9,2
0.03,0.019,0.487,138,14,30,80,14
0.111,0.037,0.667,54,14,10,22,8
0.086,0.049,0.735,346,49,102,150,45
0.06,0.062,0.752,111,16,30,51,14
0.081,0.029,0.478,34,11,6,15,2
0.0,0.119,0.881,66,0,1,63,2
0.082,0.095,0.685,29,5,6,15,3
0.062,0.069,0.769,20,1,9,5,5
0.075,0.069,0.606,20,5,5,9,1
0.106,0.038,0.769,46,5,12,22,7
0.027,0.082,0.674,23,4,8,10,1
0.09,0.058,0.63,99,14,37,33,15
0.059,0.049,0.559,36,5,9,19,3
0.08,0.088,0.764,44,8,15,18,3
0.107,0.047,0.685,261,52,64,130,15
0.095,0.069,0.629,29,4,10,12,3
0.004,0.021,0.142,30,1,1,28,0
0.112,0.033,0.697,19,2,7,7,3
0.089,0.042,0.821,21,3,8,8,2
0.057,0.057,0.745,106,12,33,51,10
0.094,0.054,0.734,424,57,165,140,62
0.036,0.06,0.871,31,2,12,11,6
0.072,0.086,0.789,19,0,12,3,4
0.092,0.02,0.73,19,1,6,9,3
0.095,0.024,0.786,21,1,10,8,2
0.026,0.078,0.688,24,7,5,10,2
0.067,0.091,0.495,26,3,13,8,2
0.156,0.025,0.719,20,4,7,6,3
0.065,0.033,0.598,23,4,7,9,3
0.037,0.0,0.787,17,1,8,5,3
0.017,0.065,0.711,29,4,9,12,4
0.063,0.028,0.769,79,8,33,25,13
0.043,0.03,0.8,244,45,57,132,10
0.079,0.048,0.761,295,41,96,126,32
0.1,0.07,0.727,302,47,94,116,45
0.059,0.013,0.664,76,8,28,27,13
0.148,0.053,0.769,33,4,11,14,4
0.0,0.0,0.0,35,1,0,34,0
0.087,0.037,0.774,78,9,21,38,10
0.085,0.074,0.705,22,6,6,10,0
0.087,0.062,0.683,30,4,11,9,6
0.097,0.062,0.705,22,4,6,9,3
0.043,0.005,0.299,23,3,3,16,1
0.022,0.005,0.755,23,1,3,17,2
0.097,0.064,0.678,161,32,45,63,21
0.083,0.042,0.764,117,19,34,55,9
0.056,0.047,0.653,45,3,20,12,10
0.109,0.062,0.628,40,7,11,21,1
0.078,0.044,0.741,431,47,156,180,48
0.062,0.078,0.828,32,3,15,11,3
0.072,0.031,0.724,52,4,15,25,8
0.001,0.36,0.631,262,1,126,135,0
0.11,0.047,0.725,51,7,19,20,5
0.088,0.047,0.652,61,11,22,21,7
0.056,0.076,0.683,178,29,51,72,26
0.046,0.134,0.745,27,6,9,10,2
0.104,0.044,0.727,48,8,16,21,3
0.117,0.05,0.8,30,3,13,8,6
0.043,0.047,0.703,29,4,15,9,1
0.047,0.047,0.733,29,6,7,11,5
0.069,0.067,0.647,69,6,22,28,13
0.06,0.05,0.671,201,26,68,73,34
0.078,0.098,0.554,37,5,15,13,4
0.052,0.055,0.702,110,13,33,52,12
0.038,0.042,0.615,36,7,10,15,4
0.115,0.042,0.766,39,6,15,15,3
0.004,0.056,0.133,31,3,2,26,0
0.091,0.073,0.756,62,14,20,18,10
0.084,0.028,0.739,94,22,27,30,15
0.066,0.035,0.872,36,4,13,15,4
0.072,0.069,0.728,267,42,90,94,41
0.085,0.125,0.653,22,5,2,9,6
0.013,0.039,0.737,19,3,5,9,2
0.099,0.041,0.793,119,18,51,38,12
0.087,0.087,0.775,20,2,6,10,2
0.081,0.069,0.85,20,2,9,6,3
0.004,0.021,0.142,30,1,1,28,0
0.068,0.015,0.795,33,5,11,13,4
0.043,0.026,0.467,629,99,134,357,39
0.034,0.059,0.828,51,9,11,26,5
0.013,0.025,0.229,30,1,4,24,1
0.017,0.102,0.608,22,3,4,14,1
0.054,0.05,0.725,35,4,9,11,11
0.004,0.004,0.036,91,0,2,88,1
0.082,0.069,0.743,38,4,18,12,4
0.059,0.057,0.8,72,6,25,28,13
0.094,0.052,0.721,60,10,18,24,8
0.073,0.095,0.763,29,5,12,8,4
0.069,0.042,0.632,109,15,35,41,18
0.04,0.031,0.607,28,1,12,11,4
0.058,0.078,0.677,43,4,14,17,8
0.072,0.004,0.894,33,7,7,18,1
0.04,0.004,0.205,28,4,3,21,0
0.092,0.057,0.68,64,12,16,25,11
0.155,0.06,0.595,21,3,11,5,2
0.057,0.045,0.716,22,3,4,11,4
0.065,0.01,0.765,25,5,6,12,2
0.011,0.004,0.3,35,2,5,25,3
0.12,0.096,0.707,26,3,8,10,5
0.057,0.05,0.747,143,17,54,52,20
0.096,0.059,0.669,34,7,9,15,3
0.024,0.0,0.822,26,1,6,13,6
0.076,0.079,0.771,41,4,17,17,3
0.072,0.043,0.805,50,7,14,24,5
0.082,0.043,0.875,23,2,9,5,7
0.073,0.041,0.769,137,13,44,58,22
0.081,0.069,0.6,20,2,8,8,2
0.084,0.049,0.724,77,5,31,32,9
0.077,0.047,0.642,94,13,23,38,20
0.083,0.053,0.773,33,2,10,16,5
0.046,0.059,0.743,185,13,71,75,26
0.153,0.034,0.494,22,3,7,8,4
0.009,0.046,0.463,27,0,1,26,0
0.071,0.091,0.649,37,6,13,11,7
0.088,0.057,0.742,115,15,43,44,13
0.084,0.063,0.726,305,28,114,101,62
0.094,0.078,0.734,32,6,11,7,8
0.082,0.078,0.737,58,6,21,22,9
0.082,0.014,0.761,35,7,11,13,4
0.091,0.036,0.703,59,5,20,24,10
0.06,0.034,0.497,44,6,9,21,8
0.055,0.085,0.625,34,4,14,11,5
0.06,0.048,0.766,71,7,25,28,11
0.105,0.014,0.666,37,3,8,17,9
0.145,0.135,0.434,49,10,12,26,1
0.075,0.043,0.695,75,6,29,31,9
0.076,0.041,0.725,76,5,32,30,9
0.0,0.0,0.051,39,0,1,38,0
0.13,0.041,0.717,80,13,22,24,21
0.038,0.087,0.456,62,17,8,32,5
0.125,0.016,0.685,23,5,5,9,4
0.098,0.016,0.712,23,7,5,10,1
0.051,0.029,0.625,17,1,8,5,3
0.103,0.074,0.716,84,15,30,29,10
0.078,0.037,0.689,302,39,99,131,33
0.108,0.108,0.683,30,3,11,10,6
0.047,0.07,0.695,16,2,2,11,1
0.073,0.062,0.732,196,27,62,85,22
0.044,0.031,0.675,40,4,12,20,4
0.042,0.083,0.417,24,5,7,12,0
0.066,0.053,0.684,66,9,25,23,9
0.038,0.024,0.456,108,17,24,56,11
0.071,0.06,0.783,23,1,8,12,2
0.065,0.059,0.811,294,46,102,133,13
0.048,0.048,0.714,21,1,9,10,1
0.086,0.052,0.742,183,12,60,88,23
0.063,0.074,0.567,71,5,24,36,6
0.108,0.068,0.688,22,2,11,6,3
0.071,0.06,0.736,83,9,36,25,13
0.06,0.143,0.75,21,3,5,7,6
0.08,0.087,0.782,39,4,15,11,9
0.138,0.0,0.599,19,3,4,12,0
0.125,0.049,0.701,48,8,11,16,13
0.119,0.107,0.726,21,3,8,8,2
0.002,0.002,0.229,129,3,4,122,0
0.093,0.075,0.703,93,15,24,45,9
0.035,0.053,0.771,78,10,21,42,5
0.087,0.054,0.728,23,4,9,8,2
0.057,0.046,0.684,296,32,97,124,43
0.084,0.041,0.748,55,7,19,23,6
0.043,0.023,0.576,190,19,45,106,20
0.097,0.062,0.716,40,2,14,12,12
0.044,0.07,0.68,34,5,9,13,7
0.145,0.042,0.603,81,10,26,38,7
0.071,0.071,0.583,51,6,12,27,6
0.028,0.06,0.542,27,5,4,15,3
0.053,0.027,0.75,47,3,15,23,6
0.043,0.043,0.602,32,4,13,11,4
0.082,0.092,0.734,87,14,12,51,10
0.039,0.053,0.539,19,1,8,9,1
0.043,0.095,0.748,70,8,27,25,10
0.0,0.0,0.129,31,2,0,29,0
0.077,0.044,0.636,739,93,235,318,93
0.118,0.066,0.728,34,8,10,12,4
0.028,0.062,0.773,22,1,8,9,4
0.036,0.069,0.798,31,7,9,13,2
0.125,0.105,0.559,19,4,7,7,1
0.11,0.108,0.664,51,9,20,10,12
0.1,0.046,0.596,35,4,10,16,5
0.065,0.03,0.81,21,4,7,9,1
0.081,0.044,0.72,71,7,27,25,12
0.087,0.049,0.682,33,5,13,12,3
0.08,0.06,0.736,305,45,87,138,35
0.065,0.052,0.733,60,9,23,21,7
0.05,0.007,0.743,35,3,9,18,5
0.026,0.007,0.318,57,2,8,45,2
0.08,0.047,0.74,174,25,57,68,24
0.076,0.065,0.682,85,5,34,31,15
0.06,0.009,0.727,44,4,13,26,1
0.073,0.065,0.552,29,2,9,15,3
0.046,0.017,0.404,257,14,49,169,25
0.058,0.075,0.867,15,1,5,5,4
0.074,0.034,0.665,22,3,7,10,2
0.115,0.044,0.674,48,12,16,14,6
0.04,0.018,0.692,28,3,9,13,3
0.082,0.039,0.643,55,7,19,24,5
0.125,0.0,0.875,128,0,0,128,0
0.062,0.139,0.576,18,2,3,10,3
0.064,0.073,0.668,41,7,12,20,2
0.078,0.101,0.672,67,10,20,27,10
0.064,0.055,0.643,126,19,36,59,12
0.115,0.051,0.721,124,17,45,44,18
0.088,0.063,0.679,147,26,43,60,18
0.043,0.022,0.63,23,0,4,16,3
0.05,0.007,0.8,35,0,16,11,8
0.094,0.049,0.688,100,14,38,25,23
0.05,0.05,0.7,60,12,14,24,10
0.092,0.062,0.702,42,6,13,18,5
0.0,0.0,0.0,31,1,0,30,0
0.094,0.01,0.604,24,5,8,8,3
0.023,0.049,0.781,48,5,18,13,12
0.068,0.065,0.795,42,8,11,15,8
0.086,0.051,0.641,54,7,18,22,7
0.0,0.0,0.19,42,12,6,24,0
0.028,0.009,0.489,99,9,17,67,6
0.118,0.069,0.76,38,6,13,16,3
0.058,0.033,0.708,15,1,5,8,1
0.059,0.021,0.718,292,33,85,137,37
0.142,0.042,0.75,30,4,7,10,9
0.058,0.042,0.776,210,24,72,85,29
0.071,0.011,0.718,35,5,10,14,6
0.101,0.03,0.679,21,1,7,12,1
0.11,0.026,0.776,34,3,15,10,6
0.108,0.028,0.727,22,4,10,5,3
0.057,0.052,0.703,48,6,10,30,2
0.08,0.043,0.675,212,29,61,98,24
0.1,0.067,0.605,145,24,43,56,22
0.104,0.069,0.673,233,39,77,85,32
0.083,0.03,0.649,21,2,7,10,2
0.059,0.034,0.806,40,3,14,18,5
0.091,0.037,0.602,48,5,12,30,1
0.022,0.075,0.455,437,26,34,376,1
0.0,0.0,0.004,268,2,2,264,0
0.117,0.027,0.702,65,9,26,25,5
0.082,0.053,0.785,202,33,73,65,31
0.061,0.075,0.773,55,6,13,27,9
0.064,0.082,0.743,108,18,27,49,14
0.07,0.03,0.677,144,11,46,64,23
0.098,0.065,0.717,42,8,10,18,6
0.068,0.046,0.712,109,13,34,48,14
0.073,0.059,0.722,89,6,27,37,19
0.092,0.046,0.66,178,24,61,69,24
0.094,0.094,0.634,28,7,8,8,5
0.085,0.075,0.72,25,3,11,8,3
0.06,0.048,0.845,21,2,8,8,3
0.078,0.062,0.755,48,4,18,24,2
0.096,0.088,0.757,34,3,11,15,5
0.002,0.011,0.106,548,81,43,422,2
0.056,0.04,0.788,138,9,46,69,14
0.087,0.051,0.713,277,37,73,121,46
0.041,0.027,0.686,61,8,27,19,7
0.039,0.031,0.742,32,2,13,13,4
0.084,0.062,0.657,254,38,76,108,32
0.111,0.046,0.769,27,3,10,12,2
0.156,0.05,0.694,20,4,4,9,3
0.117,0.05,0.7,30,7,9,10,4
0.119,0.06,0.726,21,2,7,10,2
0.074,0.015,0.571,100,13,25,52,10
0.052,0.04,0.792,60,7,24,21,8
0.1,0.062,0.723,70,15,23,24,8
0.013,0.0,0.038,39,1,2,36,0
0.026,0.092,0.776,19,2,6,8,3
0.043,0.076,0.533,23,4,8,9,2
0.051,0.051,0.713,27,3,6,16,2
0.123,0.024,0.664,58,4,23,21,10
0.066,0.096,0.721,17,2,7,6,2
0.003,0.002,0.186,194,12,26,155,1
0.104,0.087,0.642,30,7,10,11,2
0.095,0.051,0.706,54,8,15,25,6
0.145,0.026,0.776,19,3,4,10,2
0.068,0.024,0.69,46,5,15,17,9
0.046,0.037,0.552,427,49,104,248,26
0.077,0.029,0.721,52,7,17,20,8
0.059,0.052,0.583,36,6,9,18,3
0.059,0.04,0.657,664,64,251,238,111
0.056,0.089,0.661,62,7,25,22,8
0.084,0.044,0.696,74,6,28,33,7
0.063,0.04,0.679,101,12,30,44,15
0.047,0.05,0.67,116,8,51,45,12
0.062,0.102,0.631,44,7,15,15,7
0.06,0.034,0.629,29,6,4,13,6
0.032,0.083,0.773,27,1,14,7,5
0.059,0.016,0.801,32,3,11,16,2
0.069,0.039,0.823,29,6,8,8,7
0.047,0.069,0.746,29,5,7,12,5
0.033,0.114,0.679,23,2,9,8,4
0.036,0.046,0.776,49,8,15,22,4
0.076,0.069,0.667,144,26,34,57,27
0.108,0.1,0.762,200,14,62,111,13
0.045,0.038,0.765,33,2,15,12,4
0.058,0.043,0.67,105,17,25,47,16
0.099,0.076,0.702,220,35,65,99,21
0.083,0.057,0.693,24,4,8,9,3
0.072,0.033,0.316,19,1,4,13,1
0.117,0.025,0.825,30,5,9,9,7
0.058,0.045,0.79,28,3,10,12,3
0.093,0.067,0.746,193,28,65,78,22
0.106,0.06,0.757,52,6,17,21,8
0.074,0.091,0.653,22,4,8,9,1
0.087,0.064,0.745,163,18,59,49,37
0.107,0.098,0.652,28,5,11,8,4
0.081,0.062,0.761,93,7,35,35,16
0.08,0.056,0.776,91,11,36,31,13
0.088,0.064,0.735,254,54,64,119,17
0.059,0.028,0.691,81,9,25,32,15
0.051,0.017,0.841,22,3,3,11,5
0.049,0.022,0.557,164,10,37,111,6
0.067,0.06,0.78,139,12,54,49,24
0.143,0.029,0.714,35,6,9,16,4
0.078,0.151,0.646,24,3,7,13,1
0.05,0.067,0.65,30,5,9,15,1
0.078,0.047,0.659,37,7,10,14,6
0.056,0.061,0.631,103,14,36,42,11
0.014,0.003,0.483,36,3,11,22,0
0.019,0.058,0.692,26,4,10,5,7
0.076,0.027,0.677,41,4,10,24,3
0.067,0.051,0.647,98,12,36,32,18
0.052,0.104,0.802,48,5,16,17,10
0.074,0.057,0.652,37,3,14,16,4
0.059,0.096,0.739,47,9,14,23,1
0.073,0.065,0.669,31,3,12,8,8
0.071,0.062,0.509,28,3,12,7,6
0.071,0.013,0.571,78,11,18,42,7
0.094,0.079,0.692,52,8,17,23,4
0.075,0.056,0.756,98,12,33,41,12
0.0,0.0,0.0,37,1,0,36,0
0.083,0.014,0.829,27,5,8,9,5
0.048,0.049,0.797,94,11,35,33,15
0.066,0.052,0.799,36,2,14,15,5
0.034,0.062,0.728,40,3,10,21,6
0.049,0.021,0.708,18,2,6,8,2
0.046,0.013,0.836,19,0,8,7,4
0.061,0.034,0.716,823,117,203,466,37
0.064,0.382,0.339,42,24,8,7,3
0.07,0.049,0.69,84,14,23,37,10
0.077,0.062,0.767,128,20,40,56,12
0.009,0.0,0.598,28,4,11,10,3
0.102,0.079,0.665,65,7,19,36,3
0.058,0.038,0.788,26,4,12,5,5
0.077,0.07,0.701,196,25,62,71,38
0.037,0.007,0.191,34,0,1,33,0
0.044,0.172,0.559,40,4,5,31,0
0.089,0.071,0.601,42,7,15,11,9
0.089,0.075,0.738,154,27,56,52,19
0.048,0.077,0.798,39,9,11,13,6
0.064,0.086,0.75,40,4,16,17,3
0.045,0.02,0.535,25,2,12,11,0
0.097,0.044,0.814,45,11,15,17,2
0.068,0.045,0.723,61,7,21,25,8
0.0,0.0,0.0,55,1,0,54,0
0.058,0.034,0.601,26,4,8,12,2
0.05,0.017,0.705,101,12,32,45,12
0.052,0.08,0.701,36,5,13,13,5
0.11,0.043,0.771,146,16,61,54,15
0.05,0.04,0.704,155,15,50,69,21
0.078,0.091,0.694,29,3,11,11,4
0.015,0.015,0.81,25,1,3,20,1
0.025,0.042,0.73,508,20,9,473,6
0.017,0.04,0.898,22,2,5,12,3
0.086,0.047,0.75,51,11,9,27,4
0.09,0.044,0.645,68,14,22,28,4
0.065,0.031,0.749,188,29,55,74,30
0.082,0.065,0.75,29,3,11,13,2
0.0,0.0,0.333,66,1,0,65,0
0.073,0.088,0.814,82,1,45,35,1
0.061,0.028,0.598,211,28,61,98,24
0.1,0.075,0.68,110,16,28,49,17
0.084,0.072,0.632,52,5,18,22,7
0.05,0.037,0.786,102,10,36,42,14
0.004,0.021,0.142,30,3,1,26,0
0.064,0.044,0.567,129,18,26,73,12
0.115,0.066,0.671,74,11,26,26,11
0.125,0.107,0.673,21,4,5,10,2
0.078,0.054,0.727,184,22,71,73,18
0.047,0.037,0.726,37,4,16,12,5
0.108,0.075,0.609,72,8,24,25,15
0.076,0.034,0.664,97,12,28,42,15
0.078,0.047,0.742,45,5,16,16,8
