positive_score,negative_score,objective_score,word_count,adj_count,verb_count,noun_count,adv_count
0.125,0.052,0.781,24,2,8,6,8
0.049,0.035,0.742,46,7,16,14,9
0.076,0.076,0.758,33,5,14,8,6
0.083,0.066,0.795,36,6,10,16,4
0.082,0.075,0.671,52,10,17,21,4
0.059,0.051,0.758,61,7,21,26,7
0.066,0.062,0.556,38,4,10,19,5
0.094,0.048,0.8,104,11,38,38,17
0.083,0.054,0.768,21,4,9,8,0
0.047,0.071,0.784,51,5,17,14,15
0.055,0.039,0.875,32,6,8,13,5
0.036,0.031,0.766,24,2,9,8,5
0.085,0.049,0.742,201,27,61,92,21
0.076,0.051,0.719,324,44,101,136,43
0.08,0.059,0.667,36,5,13,14,4
0.199,0.057,0.608,22,5,6,11,0
0.08,0.04,0.707,75,7,23,34,11
0.083,0.062,0.654,30,4,8,13,5
0.024,0.028,0.786,31,3,11,14,3
0.1,0.03,0.75,25,3,9,8,5
0.096,0.04,0.748,78,13,19,34,12
0.087,0.034,0.727,33,3,13,11,6
0.068,0.044,0.824,79,16,21,35,7
0.064,0.049,0.82,59,9,15,26,9
0.114,0.043,0.755,23,2,7,9,5
0.09,0.036,0.784,156,20,53,65,18
0.062,0.045,0.733,44,5,15,21,3
0.067,0.091,0.684,89,9,25,46,9
0.055,0.05,0.855,25,1,10,11,3
0.087,0.038,0.633,33,2,9,20,2
0.086,0.063,0.746,67,13,23,25,6
0.084,0.032,0.81,94,19,25,38,12
0.098,0.048,0.747,471,67,168,177,59
0.106,0.009,0.625,27,3,6,17,1
0.094,0.028,0.767,36,2,9,21,4
0.136,0.016,0.848,23,4,10,6,3
0.04,0.029,0.548,34,5,7,16,6
0.028,0.048,0.76,49,6,12,24,7
0.091,0.017,0.847,22,2,9,6,5
0.077,0.044,0.757,57,4,21,23,9
0.064,0.013,0.666,70,8,15,41,6
0.078,0.026,0.696,125,22,41,43,19
0.132,0.042,0.731,53,10,12,26,5
0.097,0.042,0.75,63,5,22,23,13
0.083,0.052,0.758,65,4,22,27,12
0.073,0.044,0.7,82,10,22,42,8
0.059,0.034,0.803,154,19,44,81,10
0.068,0.034,0.761,22,0,8,9,5
0.065,0.042,0.782,27,4,8,11,4
0.063,0.037,0.767,270,33,93,114,30
0.125,0.107,0.651,34,3,11,8,12
0.055,0.025,0.8,25,4,9,10,2
0.116,0.059,0.7,72,12,20,27,13
0.053,0.045,0.748,78,5,29,32,12
0.062,0.061,0.741,170,23,58,71,18
0.01,0.01,0.771,24,1,6,15,2
0.081,0.061,0.681,45,10,13,17,5
0.057,0.064,0.793,35,5,8,18,4
0.094,0.031,0.833,24,1,9,12,2
0.077,0.067,0.8,142,18,49,59,16
0.109,0.022,0.696,23,5,7,9,2
0.064,0.055,0.697,114,16,35,40,23
0.035,0.105,0.74,25,2,8,12,3
0.137,0.028,0.802,31,7,12,9,3
0.078,0.01,0.828,24,3,9,9,3
0.083,0.036,0.786,21,0,8,11,2
0.125,0.05,0.745,25,6,6,10,3
0.043,0.028,0.75,134,13,35,71,15
0.061,0.032,0.676,39,5,12,16,6
0.076,0.026,0.819,38,4,12,19,3
0.081,0.061,0.708,80,15,27,27,11
0.163,0.069,0.569,20,5,4,8,3
0.086,0.045,0.741,304,44,96,112,52
0.071,0.075,0.721,30,4,11,11,4
0.06,0.071,0.726,42,5,18,13,6
0.033,0.026,0.888,19,1,5,11,2
0.051,0.051,0.744,84,3,35,28,18
0.073,0.024,0.736,36,3,16,13,4
0.042,0.019,0.606,27,2,11,11,3
0.1,0.055,0.805,25,2,13,7,3
0.082,0.008,0.723,32,2,14,14,2
0.062,0.037,0.8,30,4,11,7,8
0.098,0.018,0.777,28,2,8,18,0
0.092,0.072,0.73,19,3,5,8,3
0.081,0.064,0.78,107,19,44,32,12
0.095,0.06,0.765,25,1,9,11,4
0.041,0.021,0.825,97,14,26,43,14
0.046,0.026,0.77,19,4,6,8,1
0.054,0.013,0.833,30,3,11,13,3
0.11,0.042,0.708,57,9,17,18,13
0.096,0.044,0.801,17,0,6,10,1
0.065,0.045,0.804,58,7,19,24,8
0.07,0.023,0.656,32,6,7,16,3
0.066,0.033,0.849,19,3,6,7,3
0.086,0.039,0.875,29,5,9,12,3
0.07,0.053,0.705,64,10,22,25,7
0.078,0.038,0.744,43,3,17,14,9
0.066,0.056,0.653,49,11,14,16,8
0.156,0.027,0.691,32,5,12,11,4
0.12,0.02,0.78,25,4,5,15,1
0.071,0.047,0.807,107,14,36,43,14
0.057,0.016,0.885,24,4,10,9,1
0.061,0.045,0.787,140,16,54,46,24
0.149,0.082,0.615,26,6,8,7,5
0.08,0.059,0.729,53,8,13,26,6
0.059,0.052,0.669,227,34,46,122,25
0.093,0.06,0.736,27,1,9,13,4
0.079,0.043,0.78,41,5,16,15,5
0.077,0.049,0.775,121,15,54,40,12
0.106,0.023,0.685,27,3,3,17,4
0.125,0.0,0.693,33,6,13,11,3
0.041,0.011,0.741,58,6,16,26,10
0.108,0.095,0.728,29,6,7,10,6
0.049,0.036,0.772,28,5,11,9,3
0.081,0.072,0.734,71,8,24,31,8
0.076,0.039,0.758,387,56,94,189,48
0.071,0.074,0.72,37,4,14,11,8
0.085,0.063,0.698,65,8,22,25,10
0.075,0.05,0.829,65,11,23,21,10
0.062,0.036,0.776,24,2,11,9,2
0.063,0.043,0.828,273,27,96,103,47
0.072,0.05,0.758,796,108,273,299,116
0.093,0.037,0.685,27,6,13,4,4
0.069,0.074,0.735,49,5,15,20,9
0.104,0.075,0.679,35,5,13,15,2
0.095,0.115,0.75,25,7,6,8,4
0.073,0.045,0.772,81,10,24,30,17
0.111,0.05,0.754,35,6,10,16,3
0.03,0.026,0.72,58,2,24,24,8
0.017,0.058,0.858,15,1,5,7,2
0.088,0.041,0.809,97,17,33,35,12
0.038,0.016,0.815,23,3,7,8,5
0.083,0.069,0.711,80,14,25,31,10
0.075,0.046,0.778,189,25,57,81,26
0.125,0.049,0.826,18,2,10,2,4
0.071,0.044,0.75,119,15,39,51,14
0.05,0.01,0.78,25,3,10,10,2
0.112,0.027,0.754,28,2,15,7,4
0.061,0.026,0.708,39,8,12,17,2
0.097,0.04,0.64,103,20,35,36,12
0.094,0.059,0.572,40,2,16,13,9
0.104,0.049,0.712,118,17,42,49,10
0.037,0.019,0.694,20,3,7,6,4
0.027,0.129,0.772,28,3,13,10,2
0.093,0.032,0.747,47,6,20,15,6
0.034,0.01,0.918,26,0,10,14,2
0.09,0.015,0.735,25,3,8,12,2
0.039,0.031,0.706,134,19,36,64,15
0.057,0.049,0.769,72,8,31,15,18
0.089,0.04,0.742,31,4,8,18,1
0.055,0.0,0.785,25,6,3,12,4
0.072,0.07,0.738,50,8,14,22,6
0.061,0.045,0.742,165,22,53,62,28
0.077,0.071,0.648,44,6,14,12,12
0.074,0.012,0.758,64,5,26,28,5
0.06,0.05,0.799,278,33,104,101,40
0.084,0.062,0.607,178,24,53,81,20
0.096,0.038,0.75,26,2,7,13,4
0.119,0.052,0.659,41,3,17,11,10
0.077,0.036,0.855,31,2,8,15,6
0.061,0.054,0.79,137,25,50,45,17
0.096,0.034,0.755,26,1,13,7,5
0.098,0.026,0.798,102,7,37,35,23
0.093,0.056,0.718,83,6,26,29,22
0.116,0.027,0.795,80,12,24,37,7
0.081,0.059,0.825,57,6,21,21,9
0.045,0.142,0.631,22,6,4,11,1
0.125,0.015,0.78,25,4,7,8,6
0.076,0.034,0.793,41,4,18,12,7
0.085,0.04,0.686,53,8,21,12,12
0.079,0.059,0.73,38,6,13,12,7
0.113,0.048,0.792,21,3,5,9,4
0.147,0.022,0.688,28,3,8,13,4
0.086,0.112,0.75,19,4,7,8,0
0.031,0.044,0.8,40,0,17,18,5
0.071,0.055,0.742,205,28,84,73,20
0.012,0.0,0.202,42,6,3,32,1
0.094,0.069,0.688,20,2,7,9,2
0.065,0.028,0.796,27,3,11,11,2
0.084,0.032,0.811,55,4,26,20,5
0.074,0.037,0.83,152,23,52,56,21
0.046,0.092,0.862,19,3,7,8,1
0.109,0.054,0.683,39,7,14,14,4
0.098,0.038,0.821,23,4,7,9,3
0.059,0.103,0.779,17,3,7,6,1
0.085,0.03,0.765,25,3,9,7,6
0.054,0.036,0.839,28,3,9,15,1
0.045,0.065,0.766,56,10,12,26,8
0.072,0.013,0.809,19,1,7,8,3
0.052,0.031,0.833,24,3,12,5,4
0.086,0.03,0.711,29,3,13,12,1
0.067,0.038,0.743,132,14,42,58,18
0.036,0.031,0.849,24,0,11,10,3
0.08,0.042,0.729,121,14,38,52,17
0.031,0.036,0.724,24,7,4,11,2
0.096,0.025,0.779,60,8,23,19,10
0.071,0.051,0.76,102,12,38,39,13
0.089,0.008,0.774,31,4,12,12,3
0.072,0.027,0.859,47,6,21,13,7
0.016,0.039,0.82,16,2,7,5,2
0.115,0.028,0.748,101,11,40,31,19
0.128,0.068,0.723,75,16,22,19,18
0.082,0.092,0.747,38,4,16,12,6
0.052,0.034,0.781,98,8,36,35,19
0.016,0.012,0.785,32,2,12,14,4
0.062,0.066,0.695,34,3,11,13,7
0.083,0.05,0.633,30,9,7,11,3
0.053,0.053,0.684,19,3,7,7,2
0.06,0.016,0.827,31,4,8,15,4
0.069,0.074,0.768,56,9,14,25,8
0.034,0.038,0.851,26,2,9,10,5
0.114,0.028,0.676,44,6,16,15,7
0.069,0.056,0.714,31,4,8,14,5
0.044,0.056,0.738,31,7,9,11,4
0.059,0.044,0.662,17,1,8,7,1
0.103,0.022,0.696,28,6,12,5,5
0.14,0.007,0.735,34,3,15,12,4
0.069,0.045,0.758,148,19,51,47,31
0.062,0.016,0.922,24,2,7,14,1
0.099,0.07,0.727,48,7,18,18,5
0.07,0.027,0.715,32,6,9,16,1
0.08,0.033,0.712,86,14,22,33,17
0.024,0.018,0.673,21,3,6,12,0
0.068,0.033,0.734,207,32,63,79,33
0.07,0.083,0.759,57,9,20,23,5
0.082,0.039,0.845,29,3,13,11,2
0.076,0.054,0.739,23,1,7,11,4
0.146,0.015,0.692,41,6,15,16,4
0.062,0.031,0.861,44,4,19,18,3
0.118,0.044,0.757,37,3,12,11,11
0.077,0.04,0.804,101,7,37,40,17
0.06,0.02,0.823,31,4,9,17,1
0.116,0.015,0.723,41,6,14,13,8
0.077,0.057,0.688,129,15,54,40,20
0.094,0.031,0.814,49,7,22,12,8
0.062,0.062,0.775,20,3,4,10,3
0.02,0.039,0.941,19,1,7,11,0
0.073,0.071,0.733,65,5,26,22,12
0.047,0.024,0.605,37,3,14,16,4
0.029,0.05,0.75,35,2,12,15,6
0.079,0.057,0.745,126,20,37,61,8
0.024,0.053,0.885,26,1,15,9,1
0.136,0.068,0.614,22,2,8,8,4
0.042,0.034,0.712,33,4,13,14,2
0.109,0.036,0.729,24,5,5,11,3
0.12,0.065,0.655,25,3,8,10,4
0.103,0.051,0.816,34,7,11,11,5
0.077,0.053,0.716,26,7,10,5,4
0.054,0.036,0.754,90,10,28,38,14
0.074,0.018,0.79,34,2,16,9,7
0.033,0.013,0.754,65,7,19,29,10
0.03,0.046,0.753,41,5,11,17,8
0.094,0.062,0.76,84,14,31,27,12
0.096,0.038,0.787,113,14,45,40,14
0.061,0.031,0.749,94,11,35,36,12
0.053,0.013,0.882,19,2,7,4,6
0.079,0.013,0.803,19,4,3,10,2
0.054,0.036,0.768,35,4,12,16,3
0.125,0.038,0.694,56,5,21,21,9
0.091,0.067,0.611,26,4,7,10,5
0.079,0.035,0.702,76,13,25,26,12
0.073,0.009,0.849,29,4,13,11,1
0.099,0.022,0.699,39,6,10,16,7
0.139,0.069,0.736,18,5,5,8,0
0.079,0.051,0.716,117,12,38,57,10
0.083,0.022,0.806,45,3,17,20,5
0.081,0.031,0.793,137,22,40,57,18
0.089,0.021,0.682,24,5,8,5,6
0.047,0.02,0.715,32,5,10,11,6
0.075,0.021,0.658,53,2,14,32,5
0.099,0.026,0.77,38,2,15,16,5
0.097,0.049,0.771,36,2,15,15,4
0.131,0.06,0.619,21,3,8,7,3
0.062,0.014,0.84,36,6,12,15,3
0.08,0.038,0.656,53,6,18,21,8
0.022,0.006,0.861,45,11,8,24,2
0.078,0.028,0.806,45,5,18,15,7
0.031,0.135,0.667,24,4,5,11,4
0.054,0.029,0.689,35,1,16,15,3
0.119,0.035,0.744,39,6,9,17,7
0.094,0.07,0.721,52,10,16,18,8
0.099,0.043,0.685,52,6,18,21,7
0.113,0.046,0.731,118,10,39,44,25
0.057,0.033,0.645,64,11,20,22,11
0.069,0.065,0.591,29,6,7,13,3
0.064,0.067,0.792,39,5,11,16,7
0.044,0.026,0.812,34,7,9,14,4
0.055,0.083,0.771,66,10,21,26,9
0.078,0.018,0.794,82,8,27,36,11
0.013,0.022,0.759,29,0,4,25,0
0.04,0.028,0.762,71,8,22,30,11
0.104,0.023,0.727,48,3,22,10,13
0.069,0.043,0.681,29,4,13,10,2
0.062,0.037,0.825,132,23,34,62,13
0.099,0.053,0.731,120,19,37,45,19
0.014,0.0,0.338,71,11,1,59,0
0.077,0.06,0.792,113,14,32,40,27
0.022,0.017,0.685,29,2,10,14,3
0.08,0.036,0.646,42,5,14,18,5
0.069,0.036,0.798,62,10,18,22,12
0.077,0.054,0.809,49,6,16,24,3
0.071,0.061,0.733,37,3,7,24,3
0.064,0.062,0.73,236,24,95,69,48
0.038,0.045,0.75,36,2,11,17,6
0.105,0.039,0.724,38,7,10,16,5
0.054,0.03,0.753,37,2,17,10,8
0.077,0.071,0.702,60,2,25,18,15
0.05,0.041,0.738,70,7,24,29,10
0.073,0.046,0.77,81,11,25,36,9
0.1,0.049,0.774,504,64,184,177,79
0.049,0.071,0.629,28,4,7,15,2
0.087,0.033,0.793,46,6,13,20,7
0.074,0.05,0.809,119,10,50,37,22
0.048,0.06,0.688,44,5,19,20,0
0.071,0.028,0.769,53,9,17,22,5
0.058,0.026,0.812,67,6,23,30,8
0.101,0.022,0.791,46,5,18,16,7
0.125,0.013,0.863,20,4,4,11,1
0.064,0.07,0.782,59,8,18,27,6
0.061,0.057,0.668,84,10,32,31,11
0.064,0.1,0.727,55,11,16,21,7
0.055,0.037,0.762,41,5,13,19,4
0.086,0.057,0.743,35,2,14,14,5
0.084,0.043,0.731,453,67,146,180,60
0.111,0.061,0.766,80,6,31,28,15
0.042,0.018,0.871,57,7,16,28,6
0.051,0.055,0.77,32,3,13,9,7
0.087,0.068,0.656,53,8,25,14,6
0.145,0.066,0.737,19,5,6,5,3
0.011,0.0,0.815,23,2,9,9,3
0.082,0.054,0.837,76,9,30,25,12
0.07,0.055,0.835,25,5,6,13,1
0.057,0.02,0.841,37,6,15,12,4
0.074,0.054,0.611,69,12,19,31,7
0.069,0.046,0.773,27,4,11,10,2
0.106,0.07,0.671,52,10,9,24,9
0.067,0.056,0.785,54,7,20,20,7
0.122,0.061,0.73,115,21,36,42,16
0.05,0.029,0.754,30,1,13,7,9
0.125,0.072,0.697,19,4,4,6,5
0.096,0.096,0.731,26,3,7,12,4
0.055,0.045,0.831,88,11,33,31,13
0.087,0.041,0.756,241,42,70,99,30
0.116,0.018,0.83,28,7,10,9,2
0.058,0.055,0.787,50,10,14,20,6
0.083,0.077,0.744,21,3,7,8,3
0.096,0.043,0.746,35,7,12,14,2
0.094,0.052,0.758,104,14,42,30,18
0.057,0.044,0.811,57,7,15,30,5
0.067,0.096,0.771,30,8,7,9,6
0.034,0.034,0.702,26,4,7,10,5
0.093,0.019,0.718,47,5,16,17,9
0.129,0.076,0.652,28,6,8,11,3
0.066,0.059,0.667,53,5,18,20,10
0.018,0.012,0.875,21,0,11,7,3
0.098,0.074,0.691,66,12,20,28,6
0.075,0.072,0.765,114,15,36,41,22
0.08,0.122,0.715,36,3,16,12,5
0.156,0.073,0.688,24,4,9,9,2
0.034,0.068,0.625,11,2,1,8,0
0.024,0.017,0.905,37,4,6,18,9
0.054,0.036,0.721,179,13,54,85,27
0.043,0.034,0.846,26,2,8,11,5
0.093,0.046,0.731,54,6,18,22,8
0.072,0.043,0.687,273,44,87,122,20
0.075,0.036,0.786,301,40,109,112,40
0.066,0.016,0.762,32,6,8,14,4
0.059,0.035,0.625,82,9,19,44,10
0.062,0.161,0.67,28,7,10,9,2
0.125,0.069,0.806,20,3,7,8,2
0.127,0.039,0.697,80,11,30,27,12
0.061,0.027,0.831,37,4,7,13,13
0.057,0.016,0.516,61,8,12,37,4
0.1,0.046,0.768,35,5,13,10,7
0.112,0.053,0.75,47,6,17,11,13
0.102,0.058,0.654,43,9,14,17,3
0.09,0.012,0.742,32,2,13,11,6
0.036,0.047,0.667,24,1,11,11,1
0.024,0.006,0.799,41,1,12,18,10
0.043,0.049,0.734,23,5,9,9,0
0.061,0.041,0.719,577,88,147,267,75
0.08,0.047,0.67,198,23,65,89,21
0.028,0.028,0.67,22,1,5,13,3
0.097,0.061,0.742,161,18,59,63,21
0.046,0.048,0.751,84,13,28,34,9
0.052,0.052,0.831,31,1,6,18,6
0.08,0.033,0.744,42,8,18,13,3
0.102,0.051,0.574,22,5,5,12,0
0.03,0.008,0.508,33,1,3,29,0
0.09,0.086,0.762,32,6,12,11,3
0.018,0.032,0.579,35,1,8,25,1
0.067,0.049,0.688,230,31,78,96,25
0.031,0.022,0.672,40,6,12,18,4
0.125,0.034,0.75,22,4,4,9,5
0.114,0.043,0.668,23,2,11,10,0
0.094,0.079,0.635,52,6,19,17,10
0.085,0.037,0.793,47,8,12,18,9
0.071,0.051,0.776,49,12,15,21,1
0.101,0.068,0.79,120,19,37,45,19
0.031,0.094,0.708,24,4,8,5,7
0.109,0.065,0.737,56,10,20,19,7
0.067,0.044,0.797,43,5,15,16,7
0.125,0.039,0.73,19,2,7,7,3
0.053,0.062,0.696,37,6,11,13,7
0.143,0.086,0.743,35,3,11,12,9
0.073,0.069,0.737,58,6,25,22,5
0.093,0.102,0.713,54,9,14,24,7
0.093,0.033,0.797,91,15,24,36,16
0.06,0.019,0.834,58,6,14,37,1
0.085,0.068,0.847,22,4,6,7,5
0.084,0.054,0.699,37,3,12,11,11
0.046,0.013,0.888,19,2,7,8,2
0.142,0.085,0.682,22,4,8,3,7
0.08,0.061,0.695,55,9,19,20,7
0.068,0.043,0.78,46,5,17,15,9
0.069,0.069,0.69,29,4,9,10,6
0.219,0.006,0.775,20,6,2,11,1
0.078,0.043,0.735,320,41,83,140,56
0.018,0.048,0.699,34,4,4,21,5
0.078,0.044,0.783,726,116,203,344,63
0.136,0.043,0.734,23,3,10,4,6
0.116,0.065,0.782,27,4,12,8,3
0.09,0.005,0.785,25,3,10,8,4
0.075,0.043,0.854,35,2,11,15,7
0.12,0.082,0.582,23,5,6,7,5
0.068,0.026,0.702,44,5,11,23,5
0.066,0.023,0.699,61,9,25,21,6
0.072,0.05,0.778,40,9,13,13,5
0.081,0.026,0.812,62,8,24,20,10
0.087,0.032,0.788,43,7,10,20,6
0.122,0.052,0.632,36,6,11,13,6
0.066,0.012,0.766,32,5,6,19,2
0.08,0.055,0.699,435,57,113,228,37
0.072,0.093,0.651,71,9,26,25,11
0.095,0.032,0.767,66,8,22,30,6
0.092,0.046,0.629,30,2,12,11,5
0.087,0.029,0.577,26,5,9,8,4
0.065,0.049,0.733,144,21,43,59,21
0.074,0.028,0.807,22,4,6,8,4
0.076,0.082,0.692,67,13,20,23,11
0.105,0.041,0.696,70,4,27,21,18
0.165,0.009,0.647,28,7,5,15,1
0.104,0.06,0.682,84,9,26,42,7
0.035,0.035,0.68,32,2,15,7,8
0.081,0.083,0.769,105,17,36,35,17
0.12,0.052,0.661,24,7,6,6,5
0.071,0.053,0.754,288,30,118,95,45
0.09,0.049,0.759,148,27,53,49,19
0.113,0.023,0.781,60,7,16,29,8
0.052,0.052,0.688,24,3,7,11,3
0.096,0.029,0.816,17,1,4,12,0
0.085,0.035,0.792,159,22,54,68,15
0.105,0.054,0.74,49,9,12,22,6
0.047,0.07,0.82,16,0,4,9,3
0.062,0.023,0.733,22,2,9,8,3
0.063,0.044,0.653,158,20,50,64,24
0.113,0.049,0.744,43,7,19,7,10
0.049,0.039,0.646,90,13,31,36,10
0.088,0.029,0.779,68,10,21,31,6
0.08,0.034,0.705,22,1,8,7,6
0.086,0.058,0.767,45,7,12,20,6
0.073,0.087,0.759,111,13,30,58,10
0.067,0.034,0.861,26,3,4,16,3
0.051,0.067,0.728,91,9,25,47,10
0.072,0.013,0.862,19,4,8,6,1
0.099,0.043,0.732,111,10,41,38,22
0.164,0.039,0.691,19,4,6,7,2
0.04,0.034,0.829,41,2,17,15,7
0.071,0.057,0.747,88,15,24,36,13
0.036,0.036,0.757,35,2,8,21,4
0.069,0.047,0.806,103,12,44,29,18
0.071,0.036,0.77,49,6,19,17,7
0.097,0.047,0.718,153,29,43,58,23
0.116,0.02,0.727,44,7,7,27,3
0.137,0.047,0.817,43,7,12,16,8
0.083,0.078,0.701,51,7,18,20,6
0.016,0.005,0.761,23,1,12,10,0
0.054,0.039,0.836,42,6,12,16,8
0.091,0.08,0.739,33,3,11,14,5
0.068,0.051,0.738,42,2,12,20,8
0.138,0.028,0.734,40,4,14,19,3
0.043,0.031,0.824,108,21,30,45,12
0.091,0.025,0.73,104,11,35,44,14
0.101,0.047,0.824,37,3,14,16,4
0.074,0.058,0.715,39,5,12,16,6
0.119,0.023,0.676,22,4,8,8,2
0.101,0.046,0.748,114,13,40,47,14
0.062,0.024,0.74,63,7,16,28,12
0.097,0.049,0.715,36,5,17,10,4
0.099,0.052,0.78,29,3,16,8,2
0.05,0.026,0.836,57,7,19,20,11
0.044,0.051,0.79,158,17,61,61,19
0.082,0.038,0.841,26,5,5,16,0
0.064,0.027,0.665,41,8,12,17,4
0.082,0.027,0.63,23,6,3,9,5
0.046,0.046,0.713,41,6,14,15,6
0.097,0.031,0.827,44,9,13,15,7
0.064,0.028,0.753,45,6,11,24,4
0.082,0.046,0.692,122,26,28,56,12
0.09,0.007,0.847,18,2,6,6,4
0.061,0.091,0.758,33,4,5,20,4
0.079,0.031,0.543,49,6,18,20,5
0.075,0.044,0.709,139,16,43,58,22
0.091,0.068,0.705,22,4,2,13,3
0.08,0.042,0.753,224,29,79,86,30
0.098,0.034,0.816,98,13,31,40,14
0.069,0.066,0.661,49,4,20,22,3
0.103,0.037,0.738,74,6,27,23,18
0.083,0.053,0.777,69,7,27,28,7
0.033,0.055,0.853,50,5,18,21,6
0.059,0.059,0.631,40,4,9,21,6
0.03,0.03,0.62,25,0,7,14,4
0.068,0.104,0.661,24,4,11,4,5
0.125,0.056,0.569,20,3,5,7,5
0.05,0.072,0.732,75,11,22,36,6
0.087,0.057,0.691,103,14,33,38,18
0.062,0.072,0.839,38,3,20,12,3
0.105,0.044,0.706,62,11,20,27,4
0.063,0.036,0.853,63,11,19,24,9
0.09,0.037,0.775,61,5,17,33,6
0.077,0.089,0.69,21,1,10,7,3
0.066,0.059,0.69,124,23,33,51,17
0.069,0.0,0.831,20,3,4,13,0
0.075,0.042,0.781,326,59,104,119,44
0.016,0.026,0.708,24,1,9,9,5
0.068,0.021,0.791,276,37,90,120,29
0.069,0.059,0.729,112,16,36,43,17
0.076,0.039,0.695,100,18,32,37,13
0.076,0.069,0.728,118,18,35,39,26
0.064,0.018,0.591,55,7,17,21,10
0.118,0.064,0.73,57,9,18,24,6
0.066,0.076,0.748,64,10,20,26,8
0.044,0.019,0.738,20,3,6,8,3
0.042,0.05,0.757,53,10,10,28,5
0.072,0.05,0.719,57,4,26,19,8
0.055,0.016,0.761,95,12,27,39,17
0.08,0.097,0.778,22,4,6,12,0
0.06,0.027,0.799,79,7,23,40,9
0.058,0.07,0.701,41,3,13,20,5
0.03,0.035,0.735,25,2,8,13,2
0.076,0.043,0.75,23,3,7,11,2
0.119,0.039,0.717,128,23,43,44,18
0.056,0.056,0.815,27,1,12,11,3
0.161,0.129,0.674,28,6,10,9,3
0.111,0.037,0.77,37,6,11,17,3
0.049,0.12,0.658,23,2,9,8,4
0.087,0.028,0.824,49,9,15,24,1
0.069,0.03,0.691,38,1,13,19,5
0.05,0.037,0.702,57,6,14,29,8
0.023,0.023,0.703,32,5,11,15,1
0.063,0.049,0.685,79,6,30,26,17
0.045,0.044,0.769,99,10,28,48,13
0.147,0.038,0.728,23,5,6,7,5
0.09,0.01,0.74,25,6,10,6,3
0.074,0.068,0.676,22,2,11,6,3
0.095,0.066,0.727,72,4,27,32,9
0.131,0.006,0.762,20,2,8,7,3
0.016,0.062,0.859,16,4,5,5,2
0.174,0.042,0.729,18,2,7,4,5
0.046,0.033,0.816,19,0,9,6,4
0.05,0.04,0.777,60,6,12,38,4
0.094,0.034,0.783,102,14,33,41,14
0.008,0.047,0.883,16,3,2,8,3
0.021,0.013,0.633,30,2,6,16,6
0.02,0.044,0.71,31,2,8,17,4
0.06,0.033,0.866,73,6,19,32,16
0.013,0.019,0.769,20,1,2,16,1
0.076,0.041,0.778,76,10,20,33,13
0.049,0.042,0.854,18,0,8,7,3
0.162,0.023,0.704,27,3,12,6,6
0.068,0.053,0.697,33,7,9,12,5
0.089,0.04,0.692,28,3,10,9,6
0.138,0.007,0.75,19,2,4,8,5
0.095,0.052,0.75,29,1,14,9,5
0.162,0.051,0.713,27,5,8,12,2
0.079,0.026,0.684,19,2,9,7,1
0.051,0.058,0.752,187,31,51,87,18
0.058,0.047,0.766,109,9,46,36,18
0.029,0.0,0.735,17,0,5,11,1
0.043,0.056,0.832,29,3,11,13,2
0.059,0.0,0.572,19,4,3,11,1
0.125,0.006,0.669,20,4,6,8,2
0.013,0.004,0.683,30,1,9,17,3
0.061,0.03,0.787,41,2,10,21,8
0.092,0.054,0.697,153,20,48,67,18
0.051,0.026,0.692,39,6,13,19,1
0.083,0.038,0.74,36,3,13,15,5
0.02,0.007,0.921,19,1,7,8,3
0.082,0.027,0.717,23,2,10,7,4
0.047,0.023,0.842,91,16,28,35,12
0.055,0.052,0.723,82,7,28,35,12
0.114,0.072,0.771,47,7,19,15,6
0.061,0.036,0.777,103,15,35,41,12
0.037,0.051,0.813,81,9,27,31,14
0.072,0.044,0.799,59,4,19,24,12
0.049,0.031,0.73,290,39,81,153,17
0.035,0.037,0.801,47,4,17,23,3
0.035,0.023,0.775,54,1,10,41,2
0.054,0.045,0.775,95,9,31,41,14
0.134,0.037,0.644,27,4,10,10,3
0.056,0.009,0.676,27,3,6,13,5
0.078,0.062,0.715,247,43,79,99,26
0.054,0.054,0.838,37,5,8,20,4
0.066,0.029,0.669,34,1,10,20,3
0.132,0.037,0.669,37,5,12,14,6
0.076,0.027,0.766,23,3,3,14,3
0.079,0.052,0.806,63,9,23,22,9
0.074,0.045,0.779,39,3,16,12,8
0.098,0.017,0.426,37,0,0,37,0
0.072,0.059,0.711,19,3,9,4,3
0.087,0.044,0.719,40,5,16,8,11
0.154,0.019,0.712,26,7,6,10,3
0.089,0.024,0.792,21,2,8,7,4
0.048,0.057,0.772,57,9,19,24,5
0.004,0.013,0.65,30,0,2,28,0
0.062,0.065,0.824,42,5,15,18,4
0.06,0.052,0.784,29,3,12,8,6
0.094,0.026,0.672,24,4,8,10,2
0.099,0.035,0.753,168,21,58,71,18
0.128,0.035,0.757,50,10,18,14,8
0.169,0.06,0.706,31,7,13,7,4
0.074,0.042,0.814,86,15,32,27,12
0.133,0.045,0.822,61,17,14,25,5
0.068,0.024,0.795,53,7,14,26,6
0.023,0.039,0.812,16,2,5,8,1
0.125,0.027,0.634,28,4,14,5,5
0.055,0.057,0.826,64,7,31,18,8
0.103,0.047,0.615,51,3,20,21,7
0.045,0.039,0.779,73,6,25,33,9
0.073,0.037,0.841,41,6,15,19,1
0.051,0.022,0.789,51,6,12,29,4
0.048,0.044,0.702,34,4,10,13,7
0.067,0.039,0.756,58,7,20,23,8
0.051,0.08,0.824,22,4,8,8,2
